hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,res_permits,non_res_permits,total_permits,permits_2025_res,permits_2025_nr,permits_2025_total,source_file,source_sheet
Vernal,PB5017,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,18,2,,18,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Southwest Desert,PB5018,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,31,4,,31,4,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"West Desert, Riverbed",PB5019,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,18,2,,18,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"West Desert, Rush Valley",PB5020,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,8,1,,8,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"West Desert, Snake Valley",PB5021,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,23,3,,23,3,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Southwest Desert,PB5024,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,31,4,,31,4,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Beaver,PB5025,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,43,5,,43,5,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Book Cliffs, Bitter Creek",PB5026,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,50,6,,50,6,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Book Cliffs, South",PB5027,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,34,4,,34,4,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Box Elder, Promontory",PB5028,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,14,2,,14,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Box Elder, Puddle Valley",PB5029,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,14,2,,14,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Box Elder, Snowville",PB5030,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,28,3,,28,3,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Box Elder, West",PB5031,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,30,3,,30,3,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Fillmore, Oak Creek South",PB5033,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,46,5,,46,5,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Kaiparowits,PB5034,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"La Sal, Potash/South Cisco",PB5035,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,22,2,,22,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Nine Mile, Anthro-Myton Bench",PB5037,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,89,10,,89,10,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Nine Mile, Range Creek",PB5038,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,13,1,,13,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"North Slope, Summit",PB5039,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,15,2,,15,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"North Slope, Three Corners/West Daggett",PB5040,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,29,3,,29,3,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Panguitch Lake/Zion, North",PB5041,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,,21,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Pine Valley,PB5042,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,,21,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"San Juan, Hatch Point",PB5044,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,3,0,,3,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"San Rafael, Desert",PB5045,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,7,1,,7,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"San Rafael, North",PB5046,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,62,7,,62,7,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Diamond Mtn/Bonanza,PB5047,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,50,6,,50,6,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Vernal,PB5048,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,54,6,,54,6,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Southwest Desert,PB5049,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,94,11,,94,11,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"West Desert, Riverbed",PB5050,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,73,8,,73,8,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"West Desert, Rush Valley",PB5051,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,32,4,,32,4,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"West Desert, Snake Valley",PB5052,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,95,11,,95,11,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Nine Mile, Range Creek",PB5053,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,4,0,,4,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Panguitch Lake/Zion, North",PB5054,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,7,1,,7,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"San Rafael, Desert",PB5055,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"San Rafael, North",PB5056,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,21,2,,21,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Nine Mile, Anthro-Myton Bench",PB5059,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,30,3,,30,3,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Diamond Mtn/Bonanza,PB5060,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,17,2,,17,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Panguitch Lake/Zion, North",PB5061,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,7,1,,7,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Pine Valley,PB5062,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,7,1,,7,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Fillmore, Oak Creek South",PB5065,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,15,2,,15,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"North Slope, Three Corners/West Daggett",PB5066,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,10,1,,10,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Vernal,PB5072,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,18,2,,18,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Cache, Rich",PB5073,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,6,0,,6,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Cache, Rich",PB5074,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Cache, Rich",PB5075,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Parker Mtn,PB5076,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,135,15,,135,15,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Parker Mtn,PB5077,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,45,5,,45,5,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Parker Mtn,PB5078,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,45,5,,45,5,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Box Elder, West",PB5079,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,10,1,,10,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
"Box Elder, Snowville",PB5080,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,9,1,,9,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Antelope Creek CWMU,PB5300,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,4,0,,4,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Deseret CWMU,PB5302,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,29,0,,29,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Park Valley CWMU,PB5305,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Rabbit Creek CWMU,PB5306,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Skull Valley South CWMU,PB5309,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
The Rose of Snowville CWMU,PB5311,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,,3,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
TL Bar Ranch CWMU,PB5312,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Westlake CWMU,PB5314,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Zane CWMU,PB5315,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Allen Ranch CWMU,PB5325,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Cedar Springs CWMU,PB5326,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Cottonwood Ridge CWMU,PB5327,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,4,0,,4,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Pahvant Ensign CWMU,PB5328,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,,3,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Snowville Flat CWMU,PB5329,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
George Creek CWMU,PB5330,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Mt Dutton/Paunsaugunt,PB5331,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,13,2,,13,2,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Mt Dutton/Paunsaugunt,PB5332,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,4,1,,4,1,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Heist CWMU,PB5337,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Castle Valley Outdoors CWMU,PB5338,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Iron Spring CWMU,PB5339,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Salt Wells CWMU,PB5342,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Green River Flat CWMU,PB5345,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,,2,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Junction Valley CWMU,PB5346,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,,1,0,,2026_BUCK_PRONGHORN.xlsx,Sheet1
Morgan-South Rich,MA1005,Antlerless,Moose,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,6,1,,6,1,,ANTLERLESS_MOOSE.xlsx,Sheet1
Morgan-South Rich,MA1007,Antlerless,Moose,Archery,Limited Entry,Aug 01 2025 - Sep 19 2025,3,0,,3,0,,ANTLERLESS_MOOSE.xlsx,Sheet1
"Wasatch Mtns, Salt Lake-Timpanogos",MA1008,Antlerless,Moose,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,4,1,,4,1,,ANTLERLESS_MOOSE.xlsx,Sheet1
Causey Spring CWMU,MA1009,Antlerless,Moose,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,1,0,,1,0,,ANTLERLESS_MOOSE.xlsx,Sheet1
Deseret CWMU,MA1010,Antlerless,Moose,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,2,0,,2,0,,ANTLERLESS_MOOSE.xlsx,Sheet1
Extended Archery Deer,DB0008,Hunters Choice,Deer,Archery,Extended Archery,"Sept 12-Oct 15, 2026 -OR- Sept 12-Nov 30, 2026 | See guidebook for units & dates",2000,,2000,2000,,2000,deer hunter's choice.xlsx,Sheet1
Mountain Goat - Statewide Permit,GO1000,Hunters Choice,Mountain Goat,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",,,,,,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
Beaver,GO6800,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,7,2,,7,2,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
Beaver,GO6801,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 28 2026 - Oct 26 2026,9,0,,9,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
Nebo,GO6803,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 26 2026 - Nov 25 2026,21,3,,21,3,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
High Uintas Kamas,GO6804,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,1,0,,1,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
High Uintas Central,GO6805,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,5,0,,5,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
High Uintas East,GO6806,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,3,0,,3,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
High Uintas Leidy Peak,GO6807,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,2,0,,2,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
High Uintas West,GO6808,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,9,2,,9,2,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
"Ogden, Willard Peak",GO6810,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,1,0,,1,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
"Wasatch Mtns, Provo Peak",GO6813,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,5,0,,5,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
Mt Dutton,GO6814,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,2,0,,2,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
La Sal Mtns,GO6817,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,10,2,,10,2,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
"Wasatch Mtns, Box Elder Peak",GO6818,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,3,0,,3,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
"Wasatch Mtns, Lone Peak",GO6819,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,1,0,,1,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
"Wasatch Mtns, Timpanogos",GO6820,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,8,2,,8,2,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
Nebo,GO6821,Hunters Choice,Mountain Goat,Archery,Once-in-a-lifetime,Sept 16 2026 - Sept 25 2026,12,0,,12,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
Beaver,GO6822,Hunters Choice,Mountain Goat,Archery,Once-in-a-lifetime,Nov 14 2026 - Nov 23 2026,2,0,,2,0,,2026_MOUNTAIN_GOAT.xlsx,Sheet1
Desert Bighorn Sheep - Statewide Permit,DS1000,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",,,,,,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Kaiparowits, East",DS1002,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",,,,,,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Kaiparowits, Escalante East/West",DS1003,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 12 - Nov 10, 2026",,,,,,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Rafael, Dirty Devil",DS1004,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13 - Dec 31, 2025",,,,,,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Kaiparowits, West",DS1006,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",,,,,,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Rafael, South",DS1007,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",,,,,,,2026_DESERT_BIGHORN.xlsx,Sheet1
Henry Mtns,DS6600,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,,3,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Kaiparowits, East",DS6601,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,10,3,,10,3,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Kaiparowits, West",DS6603,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,1,,3,1,,2026_DESERT_BIGHORN.xlsx,Sheet1
"La Sal, Potash/South Cisco",DS6604,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,8,0,,8,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Pine Valley, Beaver Dam",DS6605,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",,,,,,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Juan, Lockhart",DS6606,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,,2,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Juan, South",DS6607,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,,2,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Rafael, Dirty Devil",DS6608,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,1,,3,1,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Rafael, North",DS6609,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,8,0,,8,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Rafael, South",DS6610,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,10,2,,10,2,,2026_DESERT_BIGHORN.xlsx,Sheet1
Zion,DS6611,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,,3,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Pine Valley, Virgin River",DS6620,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Dec 25 2026,3,0,,3,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Pine Valley, Beaver Dam",DS6621,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Dec 25 2026,2,0,,2,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Juan, North",DS6622,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,,3,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Juan, San Juan River",DS6623,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,,2,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"San Rafael, Dirty Devil",DS6624,Male Only,Desert Bighorn Sheep,Archery,Once-in-a-lifetime,Nov 11 2026 - Dec 17 2026,2,0,,2,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
Mineral Mtns,DS6625,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,4,0,,4,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Escalante, East",DS6626,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,5,2,,5,2,,2026_DESERT_BIGHORN.xlsx,Sheet1
"Escalante, West",DS6627,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,,3,0,,2026_DESERT_BIGHORN.xlsx,Sheet1
Rocky Mountain Bighorn Sheep - Statewide Permit,RS0001,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",,,,,,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
Antelope Island Conservation,RS1000,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Nov 9 2026 - Nov 16 2026,,,,,,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Book Cliffs, South",RS1001,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,"Nov 1 - Dec 31, 2025",,,,,,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Box Elder, Newfoundland Mtn",RS1003,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,"Oct 25 - Dec 31, 2025",,,,,,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Nine Mile, Gray Canyon",RS1006,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,"Nov 1 - Dec 31, 2025",,,,,,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
Antelope Island,RS6700,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,"Nov 11, 2026 - Nov 18, 2026",2,0,,2,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Book Cliffs, South",RS6701,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,5,1,,5,1,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Box Elder, Newfoundland Mtn",RS6703,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 03 2026 - Oct 23 2026,4,0,,4,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Box Elder, Newfoundland Mtn",RS6704,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Nov 13 2026,3,1,,3,1,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"North Slope, Three Corners",RS6708,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 14 2026 - Nov 30 2026,2,0,,2,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"North Slope, Summit/West Daggett",RS6709,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 14 2026 - Nov 30 2026,3,0,,3,0,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
"Nine Mile, Gray Canyon",RS6712,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,4,2,,4,2,,2026_ROCKY_MOUNTAIN_SHEEP.xlsx,Sheet1
